date,team,season,opponent,attendance,result,runs_scored,runs_allowed,month,day_of_week,is_weekend,is_opening_day,is_rival,is_playoff_race,game_number
2019-04-01,PIT,2019,STL,37336.0,L,5.0,6.0,4,0,0,1,0,0,1
2019-04-03,PIT,2019,STL,23954.0,L,4.0,5.0,4,2,0,0,0,0,2
2019-04-04,PIT,2019,CIN,8523.0,W,2.0,0.0,4,3,0,0,0,0,3
2019-04-05,PIT,2019,CIN,12497.0,W,2.0,0.0,4,4,1,0,0,0,4
2019-04-06,PIT,2019,CIN,15798.0,W-wo,6.0,5.0,4,5,1,0,0,0,5
2019-04-07,PIT,2019,CIN,14750.0,W,7.0,5.0,4,6,1,0,0,0,6
2019-04-19,PIT,2019,SFG,15049.0,W,4.0,1.0,4,4,1,0,0,0,7
2019-04-20,PIT,2019,SFG,17663.0,W,3.0,1.0,4,5,1,0,0,0,8
2019-04-21,PIT,2019,SFG,12396.0,L,2.0,3.0,4,6,1,0,0,0,9
2019-04-22,PIT,2019,ARI,9233.0,L,4.0,12.0,4,0,0,0,0,0,10
2019-04-23,PIT,2019,ARI,8558.0,L,1.0,2.0,4,1,0,0,0,0,11
2019-04-24,PIT,2019,ARI,9450.0,L,2.0,11.0,4,2,0,0,0,0,12
2019-04-25,PIT,2019,ARI,9365.0,L,0.0,5.0,4,3,0,0,0,0,13
2019-05-03,PIT,2019,OAK,16428.0,L,1.0,14.0,5,4,1,0,0,0,14
2019-05-04,PIT,2019,OAK,26447.0,W,6.0,4.0,5,5,1,0,0,0,15
2019-05-05,PIT,2019,OAK,18517.0,W-wo,5.0,3.0,5,6,1,0,0,0,16
2019-05-07,PIT,2019,TEX,13032.0,W,5.0,4.0,5,1,0,0,0,0,17
2019-05-08,PIT,2019,TEX,13905.0,L,6.0,9.0,5,2,0,0,0,0,18
2019-05-21,PIT,2019,COL,12265.0,L,0.0,5.0,5,1,0,0,0,0,19
2019-05-22,PIT,2019,COL,9534.0,L,3.0,9.0,5,2,0,0,0,0,20
2019-05-23,PIT,2019,COL,15490.0,W,14.0,6.0,5,3,0,0,0,0,21
2019-05-24,PIT,2019,LAD,32388.0,L,2.0,10.0,5,4,1,0,0,0,22
2019-05-25,PIT,2019,LAD,25852.0,L,2.0,7.0,5,5,1,0,0,0,23
2019-05-26,PIT,2019,LAD,25260.0,L,7.0,11.0,5,6,1,0,0,0,24
2019-05-30,PIT,2019,MIL,13059.0,L,5.0,11.0,5,3,0,0,0,0,25
2019-05-31,PIT,2019,MIL,28465.0,W,9.0,4.0,5,4,1,0,0,0,26
2019-06-01,PIT,2019,MIL,28770.0,L,10.0,12.0,6,5,1,0,0,0,27
2019-06-02,PIT,2019,MIL,19442.0,L,2.0,4.0,6,6,1,0,0,0,28
2019-06-04,PIT,2019,ATL,13963.0,L,5.0,12.0,6,1,0,0,0,0,29
2019-06-05,PIT,2019,ATL,13904.0,W,7.0,4.0,6,2,0,0,0,0,30
2019-06-06,PIT,2019,ATL,18232.0,W,6.0,1.0,6,3,0,0,0,0,31
2019-06-18,PIT,2019,DET,18301.0,L,4.0,5.0,6,1,0,0,0,0,32
2019-06-19,PIT,2019,DET,18088.0,W,8.0,7.0,6,2,0,0,0,0,33
2019-06-21,PIT,2019,SDP,33437.0,W,2.0,1.0,6,4,1,0,0,0,34
2019-06-22,PIT,2019,SDP,26929.0,W,6.0,3.0,6,5,1,0,0,0,35
2019-06-23,PIT,2019,SDP,25294.0,W-wo,11.0,10.0,6,6,1,0,0,0,36
2019-07-01,PIT,2019,CHC,17772.0,W,18.0,5.0,7,0,0,0,0,0,37
2019-07-02,PIT,2019,CHC,14573.0,W,5.0,1.0,7,1,0,0,0,0,38
2019-07-03,PIT,2019,CHC,17831.0,W-wo,6.0,5.0,7,2,0,0,0,0,39
2019-07-04,PIT,2019,CHC,29238.0,L,3.0,11.0,7,3,0,0,0,0,40
2019-07-05,PIT,2019,MIL,23229.0,L,6.0,7.0,7,4,1,0,0,0,41
2019-07-06,PIT,2019,MIL,28038.0,W,12.0,2.0,7,5,1,0,0,0,42
2019-07-07,PIT,2019,MIL,17624.0,W,6.0,5.0,7,6,1,0,0,0,43
2019-07-19,PIT,2019,PHI,34117.0,L,1.0,6.0,7,4,1,0,0,0,44
2019-07-20,PIT,2019,PHI,38380.0,W,5.0,1.0,7,5,1,0,0,0,45
2019-07-21,PIT,2019,PHI,24830.0,L,1.0,2.0,7,6,1,0,0,0,46
2019-07-22,PIT,2019,STL,13096.0,L,5.0,6.0,7,0,0,0,0,0,47
2019-07-23,PIT,2019,STL,15778.0,L,3.0,4.0,7,1,0,0,0,0,48
2019-07-24,PIT,2019,STL,18675.0,L,8.0,14.0,7,2,0,0,0,0,49
2019-07-25,PIT,2019,STL,24534.0,L,3.0,6.0,7,3,0,0,0,0,50
2019-08-02,PIT,2019,NYM,24311.0,W,8.0,4.0,8,4,1,0,0,0,51
2019-08-03,PIT,2019,NYM,37335.0,L,5.0,7.0,8,5,1,0,0,0,52
2019-08-04,PIT,2019,NYM,22716.0,L,2.0,13.0,8,6,1,0,0,0,53
2019-08-05,PIT,2019,MIL,11208.0,L,7.0,9.0,8,0,0,0,0,0,54
2019-08-06,PIT,2019,MIL,13965.0,L,3.0,4.0,8,1,0,0,0,0,55
2019-08-07,PIT,2019,MIL,12885.0,L,3.0,8.0,8,2,0,0,0,0,56
2019-08-16,PIT,2019,CHC,29746.0,W-wo,3.0,2.0,8,4,1,0,0,0,57
2019-08-17,PIT,2019,CHC,28359.0,L,0.0,2.0,8,5,1,0,0,0,58
2019-08-18,PIT,2019,CHC,2503.0,L,1.0,7.0,8,6,1,0,0,0,59
2019-08-19,PIT,2019,WSN,11284.0,L,0.0,13.0,8,0,0,0,0,0,60
2019-08-20,PIT,2019,WSN,10449.0,W,4.0,1.0,8,1,0,0,0,0,61
2019-08-21,PIT,2019,WSN,10577.0,L,1.0,11.0,8,2,0,0,0,0,62
2019-08-22,PIT,2019,WSN,10587.0,L,1.0,7.0,8,3,0,0,0,0,63
2019-08-23,PIT,2019,CIN,20091.0,W-wo,3.0,2.0,8,4,1,0,0,0,64
2019-08-24,PIT,2019,CIN,26776.0,W,14.0,0.0,8,5,1,0,0,0,65
2019-08-25,PIT,2019,CIN,22349.0,W,9.0,8.0,8,6,1,0,0,0,66
2019-09-03,PIT,2019,MIA,9169.0,L,4.0,5.0,9,1,0,0,0,1,67
2019-09-04,PIT,2019,MIA,9043.0,W-wo,6.0,5.0,9,2,0,0,0,1,68
2019-09-05,PIT,2019,MIA,9642.0,L,7.0,10.0,9,3,0,0,0,1,69
2019-09-06,PIT,2019,STL,19090.0,W,9.0,4.0,9,4,1,0,0,1,70
2019-09-07,PIT,2019,STL,23996.0,L,1.0,10.0,9,5,1,0,0,1,71
2019-09-08,PIT,2019,STL,18363.0,L,0.0,2.0,9,6,1,0,0,1,72
2019-09-17,PIT,2019,SEA,10933.0,L,0.0,6.0,9,1,0,0,0,1,73
2019-09-18,PIT,2019,SEA,9875.0,L,1.0,4.0,9,2,0,0,0,1,74
2019-09-19,PIT,2019,SEA,12543.0,L,5.0,6.0,9,3,0,0,0,1,75
2019-09-24,PIT,2019,CHC,9989.0,W,9.0,2.0,9,1,0,0,0,1,76
2019-09-25,PIT,2019,CHC,10592.0,W,4.0,2.0,9,2,0,0,0,1,77
2019-09-26,PIT,2019,CHC,10529.0,W,9.0,5.0,9,3,0,0,0,1,78
2019-09-27,PIT,2019,CIN,18544.0,W-wo,6.0,5.0,9,4,1,0,0,1,79
2019-09-28,PIT,2019,CIN,21084.0,L,2.0,4.0,9,5,1,0,0,1,80
2021-04-08,PIT,2021,CHC,7749.0,L,2.0,4.0,4,3,0,1,0,0,1
2021-04-10,PIT,2021,CHC,7052.0,W,8.0,2.0,4,5,1,0,0,0,2
2021-04-11,PIT,2021,CHC,6851.0,W,7.0,1.0,4,6,1,0,0,0,3
2021-04-12,PIT,2021,SDP,4068.0,L,2.0,6.0,4,0,0,0,0,0,4
2021-04-13,PIT,2021,SDP,4814.0,W,8.0,4.0,4,1,0,0,0,0,5
2021-04-14,PIT,2021,SDP,5228.0,W,5.0,1.0,4,2,0,0,0,0,6
2021-04-15,PIT,2021,SDP,4023.0,L,3.0,8.0,4,3,0,0,0,0,7
2021-04-27,PIT,2021,KCR,5510.0,W,2.0,1.0,4,1,0,0,0,0,8
2021-04-28,PIT,2021,KCR,4226.0,L,6.0,9.0,4,2,0,0,0,0,9
2021-04-30,PIT,2021,STL,5953.0,L,3.0,7.0,4,4,1,0,0,0,10
2021-05-01,PIT,2021,STL,7331.0,L,5.0,12.0,5,5,1,0,0,0,11
2021-05-02,PIT,2021,STL,7343.0,L,0.0,3.0,5,6,1,0,0,0,12
2021-05-10,PIT,2021,CIN,4065.0,L,1.0,14.0,5,0,0,0,0,0,13
2021-05-11,PIT,2021,CIN,4049.0,W,7.0,2.0,5,1,0,0,0,0,14
2021-05-12,PIT,2021,CIN,4515.0,L,1.0,5.0,5,2,0,0,0,0,15
2021-05-13,PIT,2021,SFG,4099.0,L,1.0,3.0,5,3,0,0,0,0,16
2021-05-14,PIT,2021,SFG,6743.0,W-wo,3.0,2.0,5,4,1,0,0,0,17
2021-05-15,PIT,2021,SFG,7833.0,W-wo,8.0,6.0,5,5,1,0,0,0,18
2021-05-16,PIT,2021,SFG,7356.0,L,1.0,4.0,5,6,1,0,0,0,19
2021-05-25,PIT,2021,CHC,6750.0,L,3.0,4.0,5,1,0,0,0,0,20
2021-05-26,PIT,2021,CHC,5660.0,L,1.0,4.0,5,2,0,0,0,0,21
2021-05-27,PIT,2021,CHC,7202.0,L,3.0,5.0,5,3,0,0,0,0,22
2021-05-29,PIT,2021,COL,5279.0,W,7.0,0.0,5,5,1,0,0,0,23
2021-05-29,PIT,2021,COL,7183.0,W,4.0,0.0,5,5,1,0,0,0,24
2021-05-30,PIT,2021,COL,7917.0,L,3.0,4.0,5,6,1,0,0,0,25
2021-06-03,PIT,2021,MIA,4192.0,W,5.0,3.0,6,3,0,0,0,0,26
2021-06-04,PIT,2021,MIA,8044.0,W,9.0,2.0,6,4,1,0,0,0,27
2021-06-05,PIT,2021,MIA,8714.0,W-wo,8.0,7.0,6,5,1,0,0,0,28
2021-06-06,PIT,2021,MIA,5477.0,L,1.0,3.0,6,6,1,0,0,0,29
2021-06-08,PIT,2021,LAD,9047.0,L,3.0,5.0,6,1,0,0,0,0,30
2021-06-09,PIT,2021,LAD,10957.0,L,1.0,2.0,6,2,0,0,0,0,31
2021-06-10,PIT,2021,LAD,9396.0,L,3.0,6.0,6,3,0,0,0,0,32
2021-06-18,PIT,2021,CLE,16965.0,W,11.0,10.0,6,4,1,0,0,0,33
2021-06-19,PIT,2021,CLE,16830.0,W,6.0,3.0,6,5,1,0,0,0,34
2021-06-20,PIT,2021,CLE,16582.0,L,1.0,2.0,6,6,1,0,0,0,35
2021-06-22,PIT,2021,CHW,9847.0,W,6.0,3.0,6,1,0,0,0,0,36
2021-06-23,PIT,2021,CHW,10406.0,L,3.0,4.0,6,2,0,0,0,0,37
2021-07-01,PIT,2021,MIL,11074.0,L,2.0,7.0,7,3,0,0,0,0,38
2021-07-02,PIT,2021,MIL,15421.0,L,2.0,7.0,7,4,1,0,0,0,39
2021-07-03,PIT,2021,MIL,17451.0,L,2.0,11.0,7,5,1,0,0,0,40
2021-07-04,PIT,2021,MIL,12527.0,W,2.0,0.0,7,6,1,0,0,0,41
2021-07-05,PIT,2021,ATL,11600.0,W,11.0,1.0,7,0,0,0,0,0,42
2021-07-06,PIT,2021,ATL,10844.0,W-wo,2.0,1.0,7,1,0,0,0,0,43
2021-07-07,PIT,2021,ATL,10094.0,L,3.0,14.0,7,2,0,0,0,0,44
2021-07-16,PIT,2021,NYM,18119.0,W,4.0,1.0,7,4,1,0,0,0,45
2021-07-17,PIT,2021,NYM,27222.0,W-wo,9.0,7.0,7,5,1,0,0,0,46
2021-07-18,PIT,2021,NYM,17837.0,L,6.0,7.0,7,6,1,0,0,0,47
2021-07-27,PIT,2021,MIL,10618.0,L,0.0,9.0,7,1,0,0,0,0,48
2021-07-28,PIT,2021,MIL,10204.0,L,3.0,7.0,7,2,0,0,0,0,49
2021-07-29,PIT,2021,MIL,10503.0,L,0.0,12.0,7,3,0,0,0,0,50
2021-07-30,PIT,2021,PHI,20591.0,W,7.0,0.0,7,4,1,0,0,0,51
2021-07-31,PIT,2021,PHI,32071.0,W-wo,3.0,2.0,7,5,1,0,0,0,52
2021-08-01,PIT,2021,PHI,17875.0,L,4.0,15.0,8,6,1,0,0,0,53
2021-08-10,PIT,2021,STL,10056.0,L,1.0,4.0,8,1,0,0,0,0,54
2021-08-11,PIT,2021,STL,8548.0,L,0.0,4.0,8,2,0,0,0,0,55
2021-08-12,PIT,2021,STL,8676.0,L,6.0,7.0,8,3,0,0,0,0,56
2021-08-14,PIT,2021,MIL,16991.0,W,14.0,4.0,8,5,1,0,0,0,57
2021-08-14,PIT,2021,MIL,24081.0,L,0.0,6.0,8,5,1,0,0,0,58
2021-08-15,PIT,2021,MIL,12001.0,L,1.0,2.0,8,6,1,0,0,0,59
2021-08-23,PIT,2021,ARI,8596.0,W,6.0,5.0,8,0,0,0,0,0,60
2021-08-24,PIT,2021,ARI,8478.0,W,4.0,2.0,8,1,0,0,0,0,61
2021-08-25,PIT,2021,ARI,8357.0,L,2.0,5.0,8,2,0,0,0,0,62
2021-08-26,PIT,2021,STL,8618.0,W,11.0,7.0,8,3,0,0,0,0,63
2021-08-27,PIT,2021,STL,12662.0,L,3.0,4.0,8,4,1,0,0,0,64
2021-08-28,PIT,2021,STL,20043.0,L,0.0,13.0,8,5,1,0,0,0,65
2021-08-29,PIT,2021,STL,10290.0,W-wo,4.0,3.0,8,6,1,0,0,0,66
2021-09-06,PIT,2021,DET,11141.0,W,6.0,3.0,9,0,0,0,0,1,67
2021-09-07,PIT,2021,DET,8329.0,W,3.0,2.0,9,1,0,0,0,1,68
2021-09-08,PIT,2021,DET,8382.0,L,1.0,5.0,9,2,0,0,0,1,69
2021-09-10,PIT,2021,WSN,11808.0,W-wo,4.0,3.0,9,4,1,0,0,1,70
2021-09-11,PIT,2021,WSN,17993.0,W,10.0,7.0,9,5,1,0,0,1,71
2021-09-12,PIT,2021,WSN,9714.0,L,2.0,6.0,9,6,1,0,0,1,72
2021-09-14,PIT,2021,CIN,8896.0,W,6.0,5.0,9,1,0,0,0,1,73
2021-09-15,PIT,2021,CIN,9320.0,W-wo,5.0,4.0,9,2,0,0,0,1,74
2021-09-16,PIT,2021,CIN,9102.0,L,0.0,1.0,9,3,0,0,0,1,75
2021-09-28,PIT,2021,CHC,9218.0,W,8.0,6.0,9,1,0,0,0,1,76
2021-09-29,PIT,2021,CHC,9236.0,L,2.0,3.0,9,2,0,0,0,1,77
2021-09-30,PIT,2021,CHC,10152.0,L,0.0,9.0,9,3,0,0,0,1,78
2021-10-01,PIT,2021,CIN,13582.0,W,9.0,2.0,10,4,1,0,0,1,79
2021-10-02,PIT,2021,CIN,22910.0,W,8.0,6.0,10,5,1,0,0,1,80
2022-04-12,PIT,2022,CHC,34458.0,L,1.0,2.0,4,1,0,1,0,0,1
2022-04-13,PIT,2022,CHC,9122.0,W,6.0,2.0,4,2,0,0,0,0,2
2022-04-14,PIT,2022,WSN,9266.0,W,9.0,4.0,4,3,0,0,0,0,3
2022-04-15,PIT,2022,WSN,13076.0,L,2.0,7.0,4,4,1,0,0,0,4
2022-04-16,PIT,2022,WSN,8676.0,W,6.0,4.0,4,5,1,0,0,0,5
2022-04-17,PIT,2022,WSN,8735.0,W,5.0,3.0,4,6,1,0,0,0,6
2022-04-26,PIT,2022,MIL,8493.0,L,8.0,12.0,4,1,0,0,0,0,7
2022-04-27,PIT,2022,MIL,8331.0,L,1.0,3.0,4,2,0,0,0,0,8
2022-04-28,PIT,2022,MIL,8332.0,L,2.0,3.0,4,3,0,0,0,0,9
2022-04-29,PIT,2022,SDP,9755.0,L,3.0,7.0,4,4,1,0,0,0,10
2022-04-30,PIT,2022,SDP,20483.0,W-wo,7.0,6.0,4,5,1,0,0,0,11
2022-05-01,PIT,2022,SDP,8350.0,L,2.0,5.0,5,6,1,0,0,0,12
2022-05-09,PIT,2022,LAD,8527.0,W,5.0,1.0,5,0,0,0,0,0,13
2022-05-10,PIT,2022,LAD,11583.0,L,1.0,11.0,5,1,0,0,0,0,14
2022-05-11,PIT,2022,LAD,11105.0,W,5.0,3.0,5,2,0,0,0,0,15
2022-05-12,PIT,2022,CIN,9470.0,L,0.0,4.0,5,3,0,0,0,0,16
2022-05-13,PIT,2022,CIN,12588.0,L,2.0,8.0,5,4,1,0,0,0,17
2022-05-14,PIT,2022,CIN,12959.0,W,3.0,1.0,5,5,1,0,0,0,18
2022-05-15,PIT,2022,CIN,10559.0,W,1.0,0.0,5,6,1,0,0,0,19
2022-05-20,PIT,2022,STL,14034.0,L,3.0,5.0,5,4,1,0,0,0,20
2022-05-21,PIT,2022,STL,24644.0,L,4.0,5.0,5,5,1,0,0,0,21
2022-05-22,PIT,2022,STL,13510.0,L,4.0,18.0,5,6,1,0,0,0,22
2022-05-23,PIT,2022,COL,8376.0,W,2.0,1.0,5,0,0,0,0,0,23
2022-05-24,PIT,2022,COL,9009.0,L,1.0,2.0,5,1,0,0,0,0,24
2022-05-25,PIT,2022,COL,10014.0,W,10.0,5.0,5,2,0,0,0,0,25
2022-06-03,PIT,2022,ARI,16444.0,L,6.0,8.0,6,4,1,0,0,0,26
2022-06-04,PIT,2022,ARI,19149.0,W-wo,2.0,1.0,6,5,1,0,0,0,27
2022-06-05,PIT,2022,ARI,11796.0,W,3.0,0.0,6,6,1,0,0,0,28
2022-06-07,PIT,2022,DET,10214.0,L,3.0,5.0,6,1,0,0,0,0,29
2022-06-08,PIT,2022,DET,11723.0,L,1.0,3.0,6,2,0,0,0,0,30
2022-06-17,PIT,2022,SFG,19075.0,L,0.0,2.0,6,4,1,0,0,0,31
2022-06-18,PIT,2022,SFG,26041.0,L,5.0,7.0,6,5,1,0,0,0,32
2022-06-19,PIT,2022,SFG,23905.0,W-wo,4.0,3.0,6,6,1,0,0,0,33
2022-06-20,PIT,2022,CHC,11312.0,W,12.0,1.0,6,0,0,0,0,0,34
2022-06-21,PIT,2022,CHC,11254.0,W,7.0,1.0,6,1,0,0,0,0,35
2022-06-22,PIT,2022,CHC,14083.0,L,5.0,14.0,6,2,0,0,0,0,36
2022-06-23,PIT,2022,CHC,14529.0,W-wo,8.0,7.0,6,3,0,0,0,0,37
2022-06-30,PIT,2022,MIL,14134.0,W,8.0,7.0,6,3,0,0,0,0,38
2022-07-01,PIT,2022,MIL,20409.0,L,2.0,19.0,7,4,1,0,0,0,39
2022-07-02,PIT,2022,MIL,26505.0,W,7.0,4.0,7,5,1,0,0,0,40
2022-07-03,PIT,2022,MIL,17578.0,L,0.0,2.0,7,6,1,0,0,0,41
2022-07-05,PIT,2022,NYY,37733.0,W,5.0,2.0,7,1,0,0,0,0,42
2022-07-06,PIT,2022,NYY,32414.0,L,0.0,16.0,7,2,0,0,0,0,43
2022-07-22,PIT,2022,MIA,22316.0,L,1.0,8.0,7,4,1,0,0,0,44
2022-07-23,PIT,2022,MIA,22560.0,W,1.0,0.0,7,5,1,0,0,0,45
2022-07-24,PIT,2022,MIA,15188.0,L,5.0,6.0,7,6,1,0,0,0,46
2022-07-28,PIT,2022,PHI,20701.0,L,7.0,8.0,7,3,0,0,0,0,47
2022-07-29,PIT,2022,PHI,26946.0,L,2.0,4.0,7,4,1,0,0,0,48
2022-07-30,PIT,2022,PHI,38781.0,L,1.0,2.0,7,5,1,0,0,0,49
2022-07-31,PIT,2022,PHI,19322.0,L,2.0,8.0,7,6,1,0,0,0,50
2022-08-02,PIT,2022,MIL,12401.0,W,5.0,3.0,8,1,0,0,0,0,51
2022-08-03,PIT,2022,MIL,13084.0,W-wo,8.0,7.0,8,2,0,0,0,0,52
2022-08-04,PIT,2022,MIL,13485.0,W-wo,5.0,4.0,8,3,0,0,0,0,53
2022-08-16,PIT,2022,BOS,19387.0,L,3.0,5.0,8,1,0,0,0,0,54
2022-08-17,PIT,2022,BOS,15231.0,L,3.0,8.0,8,2,0,0,0,0,55
2022-08-18,PIT,2022,BOS,20991.0,W,8.0,2.0,8,3,0,0,0,0,56
2022-08-19,PIT,2022,CIN,17706.0,W-wo,5.0,4.0,8,4,1,0,0,0,57
2022-08-20,PIT,2022,CIN,31761.0,L,1.0,10.0,8,5,1,0,0,0,58
2022-08-21,PIT,2022,CIN,15046.0,L,5.0,9.0,8,6,1,0,0,0,59
2022-08-22,PIT,2022,ATL,11231.0,L,1.0,2.0,8,0,0,0,0,0,60
2022-08-23,PIT,2022,ATL,13367.0,L,1.0,6.0,8,1,0,0,0,0,61
2022-08-24,PIT,2022,ATL,12060.0,L,2.0,14.0,8,2,0,0,0,0,62
2022-09-02,PIT,2022,TOR,18057.0,L,0.0,4.0,9,4,1,0,0,1,63
2022-09-03,PIT,2022,TOR,23568.0,L,1.0,4.0,9,5,1,0,0,1,64
2022-09-04,PIT,2022,TOR,14903.0,L,3.0,4.0,9,6,1,0,0,1,65
2022-09-06,PIT,2022,NYM,8817.0,W,8.0,2.0,9,1,0,0,0,1,66
2022-09-07,PIT,2022,NYM,8717.0,L,1.0,5.0,9,2,0,0,0,1,67
2022-09-07,PIT,2022,NYM,9824.0,L,0.0,10.0,9,2,0,0,0,1,68
2022-09-09,PIT,2022,STL,15718.0,W,8.0,2.0,9,4,1,0,0,1,69
2022-09-10,PIT,2022,STL,22042.0,L,5.0,7.0,9,5,1,0,0,1,70
2022-09-11,PIT,2022,STL,10398.0,L,3.0,4.0,9,6,1,0,0,1,71
2022-09-22,PIT,2022,CHC,9166.0,L,2.0,3.0,9,3,0,0,0,1,72
2022-09-23,PIT,2022,CHC,11987.0,L,5.0,6.0,9,4,1,0,0,1,73
2022-09-24,PIT,2022,CHC,17273.0,W,6.0,0.0,9,5,1,0,0,1,74
2022-09-25,PIT,2022,CHC,16192.0,L,3.0,8.0,9,6,1,0,0,1,75
2022-09-26,PIT,2022,CIN,8766.0,W,8.0,3.0,9,0,0,0,0,1,76
2022-09-27,PIT,2022,CIN,8723.0,W,4.0,1.0,9,1,0,0,0,1,77
2022-09-28,PIT,2022,CIN,9127.0,W-wo,4.0,3.0,9,2,0,0,0,1,78
2022-10-03,PIT,2022,STL,12702.0,W-wo,3.0,2.0,10,0,0,0,0,1,79
2022-10-04,PIT,2022,STL,12842.0,L,7.0,8.0,10,1,0,0,0,1,80
2023-04-07,PIT,2023,CHW,39167.0,W,13.0,9.0,4,4,1,1,0,0,1
2023-04-08,PIT,2023,CHW,21162.0,L,5.0,11.0,4,5,1,0,0,0,2
2023-04-09,PIT,2023,CHW,10571.0,W,1.0,0.0,4,6,1,0,0,0,3
2023-04-10,PIT,2023,HOU,10222.0,L,2.0,8.0,4,0,0,0,0,0,4
2023-04-11,PIT,2023,HOU,9996.0,W-wo,7.0,4.0,4,1,0,0,0,0,5
2023-04-12,PIT,2023,HOU,10064.0,L,0.0,7.0,4,2,0,0,0,0,6
2023-04-20,PIT,2023,CIN,14051.0,W,4.0,3.0,4,3,0,0,0,0,7
2023-04-21,PIT,2023,CIN,17276.0,W,4.0,2.0,4,4,1,0,0,0,8
2023-04-22,PIT,2023,CIN,12575.0,W,2.0,1.0,4,5,1,0,0,0,9
2023-04-23,PIT,2023,CIN,11372.0,W,2.0,0.0,4,6,1,0,0,0,10
2023-04-25,PIT,2023,LAD,10560.0,L,7.0,8.0,4,1,0,0,0,0,11
2023-04-26,PIT,2023,LAD,12152.0,W,8.0,1.0,4,2,0,0,0,0,12
2023-04-27,PIT,2023,LAD,15879.0,W,6.0,2.0,4,3,0,0,0,0,13
2023-05-05,PIT,2023,TOR,24810.0,L,0.0,4.0,5,4,1,0,0,0,14
2023-05-06,PIT,2023,TOR,34882.0,L,2.0,8.0,5,5,1,0,0,0,15
2023-05-07,PIT,2023,TOR,21655.0,L,1.0,10.0,5,6,1,0,0,0,16
2023-05-08,PIT,2023,COL,9596.0,W,2.0,0.0,5,0,0,0,0,0,17
2023-05-09,PIT,2023,COL,11916.0,L,1.0,10.0,5,1,0,0,0,0,18
2023-05-10,PIT,2023,COL,13491.0,L,3.0,4.0,5,2,0,0,0,0,19
2023-05-19,PIT,2023,ARI,25903.0,W,13.0,3.0,5,4,1,0,0,0,20
2023-05-20,PIT,2023,ARI,22876.0,L,3.0,4.0,5,5,1,0,0,0,21
2023-05-21,PIT,2023,ARI,21418.0,L,3.0,8.0,5,6,1,0,0,0,22
2023-05-22,PIT,2023,TEX,10574.0,W,6.0,4.0,5,0,0,0,0,0,23
2023-05-23,PIT,2023,TEX,12061.0,L,1.0,6.0,5,1,0,0,0,0,24
2023-05-24,PIT,2023,TEX,18347.0,L,2.0,3.0,5,2,0,0,0,0,25
2023-06-02,PIT,2023,STL,24388.0,W,7.0,5.0,6,4,1,0,0,0,26
2023-06-03,PIT,2023,STL,29161.0,W,4.0,3.0,6,5,1,0,0,0,27
2023-06-04,PIT,2023,STL,22947.0,W,2.0,1.0,6,6,1,0,0,0,28
2023-06-05,PIT,2023,OAK,11566.0,W,5.0,4.0,6,0,0,0,0,0,29
2023-06-06,PIT,2023,OAK,13691.0,L,2.0,11.0,6,1,0,0,0,0,30
2023-06-07,PIT,2023,OAK,14550.0,L,5.0,9.0,6,2,0,0,0,0,31
2023-06-09,PIT,2023,NYM,29429.0,W,14.0,7.0,6,4,1,0,0,0,32
2023-06-10,PIT,2023,NYM,35290.0,L,1.0,5.0,6,5,1,0,0,0,33
2023-06-11,PIT,2023,NYM,26770.0,W,2.0,1.0,6,6,1,0,0,0,34
2023-06-19,PIT,2023,CHC,23083.0,L,0.0,8.0,6,0,0,0,0,0,35
2023-06-20,PIT,2023,CHC,20666.0,L,0.0,4.0,6,1,0,0,0,0,36
2023-06-21,PIT,2023,CHC,22522.0,L,3.0,8.0,6,2,0,0,0,0,37
2023-06-27,PIT,2023,SDP,16539.0,W,9.0,4.0,6,1,0,0,0,0,38
2023-06-28,PIT,2023,SDP,14604.0,W,7.0,1.0,6,2,0,0,0,0,39
2023-06-29,PIT,2023,SDP,16871.0,W,5.0,4.0,6,3,0,0,0,0,40
2023-06-30,PIT,2023,MIL,29179.0,W-wo,8.0,7.0,6,4,1,0,0,0,41
2023-07-01,PIT,2023,MIL,35246.0,L,8.0,11.0,7,5,1,0,0,0,42
2023-07-02,PIT,2023,MIL,21884.0,L,3.0,6.0,7,6,1,0,0,0,43
2023-07-14,PIT,2023,SFG,33813.0,L,4.0,6.0,7,4,1,0,0,0,44
2023-07-15,PIT,2023,SFG,34236.0,L,1.0,3.0,7,5,1,0,0,0,45
2023-07-16,PIT,2023,SFG,21642.0,L,4.0,8.0,7,6,1,0,0,0,46
2023-07-17,PIT,2023,CLE,20080.0,L,0.0,11.0,7,0,0,0,0,0,47
2023-07-18,PIT,2023,CLE,21622.0,L,1.0,10.0,7,1,0,0,0,0,48
2023-07-19,PIT,2023,CLE,26541.0,W,7.0,5.0,7,2,0,0,0,0,49
2023-07-28,PIT,2023,PHI,34202.0,L,1.0,2.0,7,4,1,0,0,0,50
2023-07-29,PIT,2023,PHI,38434.0,W,7.0,6.0,7,5,1,0,0,0,51
2023-07-30,PIT,2023,PHI,34515.0,W-wo,6.0,4.0,7,6,1,0,0,0,52
2023-08-01,PIT,2023,DET,19427.0,W,4.0,1.0,8,1,0,0,0,0,53
2023-08-02,PIT,2023,DET,14370.0,L,3.0,6.0,8,2,0,0,0,0,54
2023-08-07,PIT,2023,ATL,14627.0,W,7.0,6.0,8,0,0,0,0,0,55
