date,team,season,opponent,attendance,result,runs_scored,runs_allowed,month,day_of_week,is_weekend,is_opening_day,is_rival,is_playoff_race,game_number
2019-04-05,ARI,2019,BOS,48338.0,W,15.0,8.0,4,4,1,1,0,0,1
2019-04-06,ARI,2019,BOS,35969.0,W-wo,5.0,4.0,4,5,1,0,0,0,2
2019-04-07,ARI,2019,BOS,31565.0,L,0.0,1.0,4,6,1,0,0,0,3
2019-04-09,ARI,2019,TEX,16620.0,W-wo,5.0,4.0,4,1,0,0,0,0,4
2019-04-10,ARI,2019,TEX,15871.0,L,2.0,5.0,4,2,0,0,0,0,5
2019-04-11,ARI,2019,SDP,15449.0,L,6.0,7.0,4,3,0,0,0,0,6
2019-04-12,ARI,2019,SDP,22209.0,L,1.0,2.0,4,4,1,0,0,0,7
2019-04-13,ARI,2019,SDP,27256.0,L,4.0,5.0,4,5,1,0,0,0,8
2019-04-14,ARI,2019,SDP,25489.0,W,8.0,4.0,4,6,1,0,0,0,9
2019-04-26,ARI,2019,CHC,30664.0,W,8.0,3.0,4,4,1,0,0,0,10
2019-04-27,ARI,2019,CHC,27793.0,L,1.0,9.0,4,5,1,0,0,0,11
2019-04-28,ARI,2019,CHC,29477.0,L,5.0,6.0,4,6,1,0,0,0,12
2019-04-30,ARI,2019,NYY,36352.0,W,3.0,1.0,4,1,0,0,0,0,13
2019-05-01,ARI,2019,NYY,31365.0,W,3.0,2.0,5,2,0,0,0,0,14
2019-05-09,ARI,2019,ATL,17751.0,W-wo,3.0,2.0,5,3,0,0,0,0,15
2019-05-10,ARI,2019,ATL,21932.0,L,1.0,2.0,5,4,1,0,0,0,16
2019-05-11,ARI,2019,ATL,33168.0,L,4.0,6.0,5,5,1,0,0,0,17
2019-05-12,ARI,2019,ATL,27460.0,L,3.0,5.0,5,6,1,0,0,0,18
2019-05-13,ARI,2019,PIT,15418.0,W,9.0,3.0,5,0,0,0,0,0,19
2019-05-14,ARI,2019,PIT,21047.0,L,2.0,6.0,5,1,0,0,0,0,20
2019-05-15,ARI,2019,PIT,17258.0,W,11.0,1.0,5,2,0,0,0,0,21
2019-05-17,ARI,2019,SFG,26806.0,W,7.0,0.0,5,4,1,0,0,0,22
2019-05-18,ARI,2019,SFG,25014.0,L,5.0,8.0,5,5,1,0,0,0,23
2019-05-19,ARI,2019,SFG,24061.0,L,2.0,3.0,5,6,1,0,0,0,24
2019-05-31,ARI,2019,NYM,24664.0,L,4.0,5.0,5,4,1,0,0,0,25
2019-06-01,ARI,2019,NYM,34888.0,W-wo,6.0,5.0,6,5,1,0,0,0,26
2019-06-02,ARI,2019,NYM,26945.0,W,7.0,1.0,6,6,1,0,0,0,27
2019-06-03,ARI,2019,LAD,24124.0,L,1.0,3.0,6,0,0,0,0,0,28
2019-06-04,ARI,2019,LAD,29784.0,L,0.0,9.0,6,1,0,0,0,0,29
2019-06-05,ARI,2019,LAD,22753.0,W-wo,3.0,2.0,6,2,0,0,0,0,30
2019-06-18,ARI,2019,COL,22954.0,L,1.0,8.0,6,1,0,0,0,0,31
2019-06-19,ARI,2019,COL,21773.0,L,4.0,6.0,6,2,0,0,0,0,32
2019-06-20,ARI,2019,COL,23294.0,L,4.0,6.0,6,3,0,0,0,0,33
2019-06-21,ARI,2019,SFG,29312.0,L,5.0,11.0,6,4,1,0,0,0,34
2019-06-22,ARI,2019,SFG,32082.0,L,4.0,7.0,6,5,1,0,0,0,35
2019-06-23,ARI,2019,SFG,25071.0,W-wo,3.0,2.0,6,6,1,0,0,0,36
2019-06-24,ARI,2019,LAD,24675.0,W,8.0,5.0,6,0,0,0,0,0,37
2019-06-25,ARI,2019,LAD,27927.0,L,2.0,3.0,6,1,0,0,0,0,38
2019-06-26,ARI,2019,LAD,28752.0,W,8.0,2.0,6,2,0,0,0,0,39
2019-07-05,ARI,2019,COL,43056.0,W,8.0,0.0,7,4,1,0,0,0,40
2019-07-06,ARI,2019,COL,28276.0,W,4.0,2.0,7,5,1,0,0,0,41
2019-07-07,ARI,2019,COL,22964.0,W,5.0,3.0,7,6,1,0,0,0,42
2019-07-18,ARI,2019,MIL,23985.0,L,1.0,5.0,7,3,0,0,0,0,43
2019-07-19,ARI,2019,MIL,28505.0,W,10.0,7.0,7,4,1,0,0,0,44
2019-07-20,ARI,2019,MIL,38567.0,L,3.0,8.0,7,5,1,0,0,0,45
2019-07-21,ARI,2019,MIL,33111.0,L,4.0,7.0,7,6,1,0,0,0,46
2019-07-22,ARI,2019,BAL,19192.0,W,6.0,3.0,7,0,0,0,0,0,47
2019-07-23,ARI,2019,BAL,20253.0,L,2.0,7.0,7,1,0,0,0,0,48
2019-07-24,ARI,2019,BAL,20452.0,W,5.0,2.0,7,2,0,0,0,0,49
2019-08-02,ARI,2019,WSN,24298.0,L,0.0,3.0,8,4,1,0,0,0,50
2019-08-03,ARI,2019,WSN,33966.0,W,18.0,7.0,8,5,1,0,0,0,51
2019-08-04,ARI,2019,WSN,22976.0,W,7.0,5.0,8,6,1,0,0,0,52
2019-08-05,ARI,2019,PHI,18319.0,L,3.0,7.0,8,0,0,0,0,0,53
2019-08-06,ARI,2019,PHI,17446.0,W,8.0,4.0,8,1,0,0,0,0,54
2019-08-07,ARI,2019,PHI,18140.0,W,6.0,1.0,8,2,0,0,0,0,55
2019-08-15,ARI,2019,SFG,19037.0,L,0.0,7.0,8,3,0,0,0,0,56
2019-08-16,ARI,2019,SFG,23642.0,L,9.0,10.0,8,4,1,0,0,0,57
2019-08-17,ARI,2019,SFG,35366.0,L,6.0,11.0,8,5,1,0,0,0,58
2019-08-18,ARI,2019,SFG,26079.0,W,6.0,1.0,8,6,1,0,0,0,59
2019-08-19,ARI,2019,COL,15443.0,W,5.0,3.0,8,0,0,0,0,0,60
2019-08-20,ARI,2019,COL,17691.0,W,8.0,7.0,8,1,0,0,0,0,61
2019-08-21,ARI,2019,COL,17707.0,L,2.0,7.0,8,2,0,0,0,0,62
2019-08-29,ARI,2019,LAD,22581.0,W,11.0,5.0,8,3,0,0,0,0,63
2019-08-30,ARI,2019,LAD,34149.0,W,5.0,4.0,8,4,1,0,0,0,64
2019-08-31,ARI,2019,LAD,50180.0,W,6.0,5.0,8,5,1,0,0,0,65
2019-09-01,ARI,2019,LAD,34439.0,L,3.0,4.0,9,6,1,0,0,1,66
2019-09-02,ARI,2019,SDP,23477.0,W,14.0,7.0,9,0,0,0,0,1,67
2019-09-03,ARI,2019,SDP,15402.0,W,2.0,1.0,9,1,0,0,0,1,68
2019-09-04,ARI,2019,SDP,18096.0,W,4.0,1.0,9,2,0,0,0,1,69
2019-09-13,ARI,2019,CIN,35158.0,L,3.0,4.0,9,4,1,0,0,1,70
2019-09-14,ARI,2019,CIN,35151.0,W,1.0,0.0,9,5,1,0,0,1,71
2019-09-15,ARI,2019,CIN,25193.0,L,1.0,3.0,9,6,1,0,0,1,72
2019-09-16,ARI,2019,MIA,15897.0,W,7.0,5.0,9,0,0,0,0,1,73
2019-09-17,ARI,2019,MIA,19745.0,L,6.0,12.0,9,1,0,0,0,1,74
2019-09-18,ARI,2019,MIA,17731.0,W,5.0,4.0,9,2,0,0,0,1,75
2019-09-23,ARI,2019,STL,24826.0,L,7.0,9.0,9,0,0,0,0,1,76
2019-09-24,ARI,2019,STL,26097.0,W-wo,3.0,2.0,9,1,0,0,0,1,77
2019-09-25,ARI,2019,STL,21420.0,W,9.0,7.0,9,2,0,0,0,1,78
2019-09-27,ARI,2019,SDP,32244.0,W,6.0,3.0,9,4,1,0,0,1,79
2019-09-28,ARI,2019,SDP,46477.0,W,6.0,5.0,9,5,1,0,0,1,80
2021-04-09,ARI,2021,CIN,19385.0,L,5.0,6.0,4,4,1,1,0,0,1
2021-04-10,ARI,2021,CIN,13208.0,W,8.0,3.0,4,5,1,0,0,0,2
2021-04-11,ARI,2021,CIN,10981.0,W,7.0,0.0,4,6,1,0,0,0,3
2021-04-12,ARI,2021,OAK,8768.0,L,5.0,9.0,4,0,0,0,0,0,4
2021-04-13,ARI,2021,OAK,7010.0,L,5.0,7.0,4,1,0,0,0,0,5
2021-04-27,ARI,2021,SDP,10486.0,W,5.0,1.0,4,1,0,0,0,0,6
2021-04-28,ARI,2021,SDP,9495.0,L,3.0,12.0,4,2,0,0,0,0,7
2021-04-29,ARI,2021,COL,6843.0,W,5.0,3.0,4,3,0,0,0,0,8
2021-04-30,ARI,2021,COL,13184.0,W,7.0,2.0,4,4,1,0,0,0,9
2021-05-01,ARI,2021,COL,15734.0,L,6.0,14.0,5,5,1,0,0,0,10
2021-05-02,ARI,2021,COL,11395.0,W,8.0,4.0,5,6,1,0,0,0,11
2021-05-10,ARI,2021,MIA,6307.0,W,5.0,2.0,5,0,0,0,0,0,12
2021-05-11,ARI,2021,MIA,5560.0,W,11.0,3.0,5,1,0,0,0,0,13
2021-05-12,ARI,2021,MIA,5714.0,L,2.0,3.0,5,2,0,0,0,0,14
2021-05-13,ARI,2021,MIA,5967.0,L,1.0,5.0,5,3,0,0,0,0,15
2021-05-14,ARI,2021,WSN,11907.0,L,2.0,17.0,5,4,1,0,0,0,16
2021-05-15,ARI,2021,WSN,13462.0,W,11.0,4.0,5,5,1,0,0,0,17
2021-05-16,ARI,2021,WSN,11619.0,L,0.0,3.0,5,6,1,0,0,0,18
2021-05-25,ARI,2021,SFG,10311.0,L,0.0,8.0,5,1,0,0,0,0,19
2021-05-26,ARI,2021,SFG,8597.0,L,4.0,5.0,5,2,0,0,0,0,20
2021-05-27,ARI,2021,STL,8951.0,L,4.0,5.0,5,3,0,0,0,0,21
2021-05-28,ARI,2021,STL,11581.0,L,6.0,8.0,5,4,1,0,0,0,22
2021-05-29,ARI,2021,STL,17834.0,L,4.0,7.0,5,5,1,0,0,0,23
2021-05-30,ARI,2021,STL,16681.0,W,9.0,2.0,5,6,1,0,0,0,24
2021-05-31,ARI,2021,NYM,11309.0,L,2.0,6.0,5,0,0,0,0,0,25
2021-06-01,ARI,2021,NYM,9590.0,W-wo,6.0,5.0,6,1,0,0,0,0,26
2021-06-02,ARI,2021,NYM,9810.0,L,6.0,7.0,6,2,0,0,0,0,27
2021-06-11,ARI,2021,LAA,18458.0,L,5.0,6.0,6,4,1,0,0,0,28
2021-06-12,ARI,2021,LAA,13863.0,L,7.0,8.0,6,5,1,0,0,0,29
2021-06-13,ARI,2021,LAA,12768.0,L,3.0,10.0,6,6,1,0,0,0,30
2021-06-18,ARI,2021,LAD,25356.0,L,0.0,3.0,6,4,1,0,0,0,31
2021-06-19,ARI,2021,LAD,29904.0,L,3.0,9.0,6,5,1,0,0,0,32
2021-06-20,ARI,2021,LAD,31661.0,L,8.0,9.0,6,6,1,0,0,0,33
2021-06-21,ARI,2021,MIL,9804.0,W,5.0,1.0,6,0,0,0,0,0,34
2021-06-22,ARI,2021,MIL,9358.0,L,0.0,5.0,6,1,0,0,0,0,35
2021-06-23,ARI,2021,MIL,8676.0,L,2.0,3.0,6,2,0,0,0,0,36
2021-07-01,ARI,2021,SFG,9172.0,W,5.0,3.0,7,3,0,0,0,0,37
2021-07-02,ARI,2021,SFG,12262.0,L,4.0,11.0,7,4,1,0,0,0,38
2021-07-03,ARI,2021,SFG,23689.0,L,5.0,6.0,7,5,1,0,0,0,39
2021-07-04,ARI,2021,SFG,27032.0,L,2.0,5.0,7,6,1,0,0,0,40
2021-07-06,ARI,2021,COL,6847.0,W-wo,4.0,3.0,7,1,0,0,0,0,41
2021-07-07,ARI,2021,COL,7852.0,W,6.0,4.0,7,2,0,0,0,0,42
2021-07-08,ARI,2021,COL,7740.0,L,3.0,9.0,7,3,0,0,0,0,43
2021-07-16,ARI,2021,CHC,22046.0,L,1.0,5.0,7,4,1,0,0,0,44
2021-07-17,ARI,2021,CHC,20180.0,L,2.0,4.0,7,5,1,0,0,0,45
2021-07-18,ARI,2021,CHC,21457.0,W,6.0,4.0,7,6,1,0,0,0,46
2021-07-19,ARI,2021,PIT,9173.0,W,4.0,2.0,7,0,0,0,0,0,47
2021-07-20,ARI,2021,PIT,7283.0,W,11.0,6.0,7,1,0,0,0,0,48
2021-07-21,ARI,2021,PIT,7863.0,W,6.0,4.0,7,2,0,0,0,0,49
2021-07-30,ARI,2021,LAD,20780.0,W-wo,6.0,5.0,7,4,1,0,0,0,50
2021-07-31,ARI,2021,LAD,23814.0,L,3.0,8.0,7,5,1,0,0,0,51
2021-08-01,ARI,2021,LAD,17195.0,L,0.0,13.0,8,6,1,0,0,0,52
2021-08-02,ARI,2021,SFG,8904.0,L,8.0,11.0,8,0,0,0,0,0,53
2021-08-03,ARI,2021,SFG,8809.0,W,3.0,1.0,8,1,0,0,0,0,54
2021-08-04,ARI,2021,SFG,8091.0,L,1.0,7.0,8,2,0,0,0,0,55
2021-08-05,ARI,2021,SFG,8773.0,L,4.0,5.0,8,3,0,0,0,0,56
2021-08-12,ARI,2021,SDP,9086.0,W,12.0,3.0,8,3,0,0,0,0,57
2021-08-13,ARI,2021,SDP,12866.0,W-wo,3.0,2.0,8,4,1,0,0,0,58
2021-08-14,ARI,2021,SDP,16716.0,W,7.0,0.0,8,5,1,0,0,0,59
2021-08-15,ARI,2021,SDP,17722.0,L,2.0,8.0,8,6,1,0,0,0,60
2021-08-17,ARI,2021,PHI,7796.0,W,3.0,2.0,8,1,0,0,0,0,61
2021-08-18,ARI,2021,PHI,7968.0,W,4.0,2.0,8,2,0,0,0,0,62
2021-08-19,ARI,2021,PHI,7165.0,W,6.0,2.0,8,3,0,0,0,0,63
2021-08-30,ARI,2021,SDP,8482.0,L,5.0,7.0,8,0,0,0,0,0,64
2021-08-31,ARI,2021,SDP,10818.0,L,0.0,3.0,8,1,0,0,0,0,65
2021-09-01,ARI,2021,SDP,5945.0,W,8.0,3.0,9,2,0,0,0,1,66
2021-09-03,ARI,2021,SEA,12729.0,L,5.0,6.0,9,4,1,0,0,1,67
2021-09-04,ARI,2021,SEA,18819.0,L,5.0,8.0,9,5,1,0,0,1,68
2021-09-05,ARI,2021,SEA,14408.0,L,4.0,10.0,9,6,1,0,0,1,69
2021-09-07,ARI,2021,TEX,8758.0,L,1.0,3.0,9,1,0,0,0,1,70
2021-09-08,ARI,2021,TEX,6354.0,L,5.0,8.0,9,2,0,0,0,1,71
2021-09-20,ARI,2021,ATL,9642.0,L,4.0,11.0,9,0,0,0,0,1,72
2021-09-21,ARI,2021,ATL,8879.0,L,1.0,6.0,9,1,0,0,0,1,73
2021-09-22,ARI,2021,ATL,10631.0,L,2.0,9.0,9,2,0,0,0,1,74
2021-09-23,ARI,2021,ATL,6880.0,W,6.0,4.0,9,3,0,0,0,1,75
2021-09-24,ARI,2021,LAD,19001.0,L,2.0,4.0,9,4,1,0,0,1,76
2021-09-25,ARI,2021,LAD,28026.0,W,7.0,2.0,9,5,1,0,0,1,77
2021-09-26,ARI,2021,LAD,16648.0,L,0.0,3.0,9,6,1,0,0,1,78
2021-10-01,ARI,2021,COL,15189.0,L,7.0,9.0,10,4,1,0,0,1,79
2021-10-02,ARI,2021,COL,19418.0,W,11.0,2.0,10,5,1,0,0,1,80
2022-04-07,ARI,2022,SDP,35508.0,W-wo,4.0,2.0,4,3,0,1,0,0,1
2022-04-08,ARI,2022,SDP,17297.0,L,0.0,3.0,4,4,1,0,0,0,2
2022-04-09,ARI,2022,SDP,19504.0,L,2.0,5.0,4,5,1,0,0,0,3
2022-04-10,ARI,2022,SDP,19089.0,L,5.0,10.0,4,6,1,0,0,0,4
2022-04-12,ARI,2022,HOU,17674.0,L,1.0,2.0,4,1,0,0,0,0,5
2022-04-13,ARI,2022,HOU,12660.0,W-wo,3.0,2.0,4,2,0,0,0,0,6
2022-04-22,ARI,2022,NYM,20939.0,L,5.0,6.0,4,4,1,0,0,0,7
2022-04-23,ARI,2022,NYM,25413.0,W,5.0,2.0,4,5,1,0,0,0,8
2022-04-24,ARI,2022,NYM,23570.0,L,2.0,6.0,4,6,1,0,0,0,9
2022-04-25,ARI,2022,LAD,17750.0,L,0.0,4.0,4,0,0,0,0,0,10
2022-04-26,ARI,2022,LAD,18063.0,W,5.0,3.0,4,1,0,0,0,0,11
2022-04-27,ARI,2022,LAD,15138.0,W,3.0,1.0,4,2,0,0,0,0,12
2022-05-06,ARI,2022,COL,18551.0,W,4.0,1.0,5,4,1,0,0,0,13
2022-05-07,ARI,2022,COL,24133.0,L,1.0,4.0,5,5,1,0,0,0,14
2022-05-08,ARI,2022,COL,19323.0,W,4.0,0.0,5,6,1,0,0,0,15
2022-05-09,ARI,2022,MIA,11571.0,W,4.0,3.0,5,0,0,0,0,0,16
2022-05-10,ARI,2022,MIA,8855.0,W,9.0,3.0,5,1,0,0,0,0,17
2022-05-11,ARI,2022,MIA,9058.0,L,3.0,11.0,5,2,0,0,0,0,18
2022-05-13,ARI,2022,CHC,21765.0,W,4.0,3.0,5,4,1,0,0,0,19
2022-05-14,ARI,2022,CHC,25169.0,L,2.0,4.0,5,5,1,0,0,0,20
2022-05-15,ARI,2022,CHC,23309.0,L,2.0,3.0,5,6,1,0,0,0,21
2022-05-23,ARI,2022,KCR,14629.0,W,9.0,5.0,5,0,0,0,0,0,22
2022-05-24,ARI,2022,KCR,12616.0,W,8.0,6.0,5,1,0,0,0,0,23
2022-05-26,ARI,2022,LAD,17057.0,L,1.0,14.0,5,3,0,0,0,0,24
2022-05-27,ARI,2022,LAD,24865.0,L,4.0,6.0,5,4,1,0,0,0,25
2022-05-28,ARI,2022,LAD,30819.0,L,2.0,3.0,5,5,1,0,0,0,26
2022-05-29,ARI,2022,LAD,30482.0,L,1.0,3.0,5,6,1,0,0,0,27
2022-05-30,ARI,2022,ATL,20735.0,W,6.0,2.0,5,0,0,0,0,0,28
2022-05-31,ARI,2022,ATL,12686.0,W-wo,8.0,7.0,5,1,0,0,0,0,29
2022-06-01,ARI,2022,ATL,12370.0,L,0.0,6.0,6,2,0,0,0,0,30
2022-06-13,ARI,2022,CIN,13735.0,L,4.0,5.0,6,0,0,0,0,0,31
2022-06-14,ARI,2022,CIN,15081.0,L,3.0,5.0,6,1,0,0,0,0,32
2022-06-15,ARI,2022,CIN,14917.0,W,7.0,4.0,6,2,0,0,0,0,33
2022-06-17,ARI,2022,MIN,26351.0,W,7.0,2.0,6,4,1,0,0,0,34
2022-06-18,ARI,2022,MIN,24338.0,L,1.0,11.0,6,5,1,0,0,0,35
2022-06-19,ARI,2022,MIN,30690.0,W,7.0,1.0,6,6,1,0,0,0,36
2022-06-24,ARI,2022,DET,22064.0,L,1.0,5.0,6,4,1,0,0,0,37
2022-06-25,ARI,2022,DET,23129.0,L,3.0,6.0,6,5,1,0,0,0,38
2022-06-26,ARI,2022,DET,22529.0,W,11.0,7.0,6,6,1,0,0,0,39
2022-06-28,ARI,2022,SDP,19904.0,W-wo,7.0,6.0,6,1,0,0,0,0,40
2022-06-29,ARI,2022,SDP,20109.0,L,0.0,4.0,6,2,0,0,0,0,41
2022-07-04,ARI,2022,SFG,27752.0,W,8.0,3.0,7,0,0,0,0,0,42
2022-07-05,ARI,2022,SFG,14467.0,W,6.0,2.0,7,1,0,0,0,0,43
2022-07-06,ARI,2022,SFG,13445.0,L,5.0,7.0,7,2,0,0,0,0,44
2022-07-07,ARI,2022,COL,11727.0,L,3.0,4.0,7,3,0,0,0,0,45
2022-07-08,ARI,2022,COL,15524.0,L,5.0,6.0,7,4,1,0,0,0,46
2022-07-09,ARI,2022,COL,21819.0,W,9.0,2.0,7,5,1,0,0,0,47
2022-07-10,ARI,2022,COL,18126.0,L,2.0,3.0,7,6,1,0,0,0,48
2022-07-22,ARI,2022,WSN,17819.0,W,10.0,1.0,7,4,1,0,0,0,49
2022-07-23,ARI,2022,WSN,37802.0,W,7.0,2.0,7,5,1,0,0,0,50
2022-07-24,ARI,2022,WSN,20278.0,L,3.0,4.0,7,6,1,0,0,0,51
2022-07-25,ARI,2022,SFG,16100.0,W,7.0,0.0,7,0,0,0,0,0,52
2022-07-26,ARI,2022,SFG,16989.0,W,7.0,3.0,7,1,0,0,0,0,53
2022-07-27,ARI,2022,SFG,17043.0,W,5.0,3.0,7,2,0,0,0,0,54
2022-08-05,ARI,2022,COL,17720.0,W,6.0,5.0,8,4,1,0,0,0,55
2022-08-06,ARI,2022,COL,21146.0,L,2.0,3.0,8,5,1,0,0,0,56
2022-08-07,ARI,2022,COL,20644.0,W,6.0,4.0,8,6,1,0,0,0,57
2022-08-08,ARI,2022,PIT,11275.0,W,3.0,0.0,8,0,0,0,0,0,58
2022-08-09,ARI,2022,PIT,12901.0,W,6.0,4.0,8,1,0,0,0,0,59
2022-08-10,ARI,2022,PIT,12714.0,L,4.0,6.0,8,2,0,0,0,0,60
2022-08-11,ARI,2022,PIT,12725.0,W,9.0,3.0,8,3,0,0,0,0,61
2022-08-19,ARI,2022,STL,32183.0,L,1.0,5.0,8,4,1,0,0,0,62
2022-08-20,ARI,2022,STL,34248.0,L,7.0,16.0,8,5,1,0,0,0,63
2022-08-21,ARI,2022,STL,25064.0,L,4.0,6.0,8,6,1,0,0,0,64
2022-08-29,ARI,2022,PHI,18594.0,W,13.0,7.0,8,0,0,0,0,0,65
2022-08-30,ARI,2022,PHI,16873.0,W,12.0,3.0,8,1,0,0,0,0,66
2022-08-31,ARI,2022,PHI,13690.0,L,2.0,18.0,8,2,0,0,0,0,67
2022-09-01,ARI,2022,MIL,10495.0,W,5.0,0.0,9,3,0,0,0,1,68
2022-09-02,ARI,2022,MIL,13488.0,W,2.0,1.0,9,4,1,0,0,1,69
2022-09-03,ARI,2022,MIL,22138.0,L,6.0,8.0,9,5,1,0,0,1,70
2022-09-04,ARI,2022,MIL,20274.0,W,5.0,1.0,9,6,1,0,0,1,71
2022-09-12,ARI,2022,LAD,19393.0,L,0.0,6.0,9,0,0,0,0,1,72
2022-09-13,ARI,2022,LAD,21143.0,L,0.0,4.0,9,1,0,0,0,1,73
2022-09-14,ARI,2022,LAD,22971.0,W-wo,5.0,3.0,9,2,0,0,0,1,74
2022-09-15,ARI,2022,SDP,17121.0,W,4.0,0.0,9,3,0,0,0,1,75
2022-09-16,ARI,2022,SDP,19945.0,L,3.0,12.0,9,4,1,0,0,1,76
2022-09-17,ARI,2022,SDP,29796.0,L,0.0,2.0,9,5,1,0,0,1,77
2022-09-18,ARI,2022,SDP,20480.0,L,1.0,6.0,9,6,1,0,0,1,78
2022-09-23,ARI,2022,SFG,25949.0,L,5.0,6.0,9,4,1,0,0,1,79
2022-09-24,ARI,2022,SFG,24504.0,W,5.0,2.0,9,5,1,0,0,1,80
2022-09-25,ARI,2022,SFG,25389.0,L,2.0,3.0,9,6,1,0,0,1,81
2023-04-06,ARI,2023,LAD,48034.0,L,2.0,5.0,4,3,0,1,0,0,1
2023-04-07,ARI,2023,LAD,30249.0,W,6.0,3.0,4,4,1,0,0,0,2
2023-04-08,ARI,2023,LAD,26881.0,W,12.0,8.0,4,5,1,0,0,0,3
2023-04-09,ARI,2023,LAD,18543.0,W,11.0,6.0,4,6,1,0,0,0,4
2023-04-10,ARI,2023,MIL,12681.0,W,3.0,0.0,4,0,0,0,0,0,5
2023-04-11,ARI,2023,MIL,17069.0,L,1.0,7.0,4,1,0,0,0,0,6
2023-04-12,ARI,2023,MIL,13136.0,W,7.0,3.0,4,2,0,0,0,0,7
2023-04-20,ARI,2023,SDP,16734.0,L,5.0,7.0,4,3,0,0,0,0,8
2023-04-21,ARI,2023,SDP,21308.0,W,9.0,0.0,4,4,1,0,0,0,9
2023-04-22,ARI,2023,SDP,28419.0,L,3.0,5.0,4,5,1,0,0,0,10
2023-04-23,ARI,2023,SDP,23655.0,L,5.0,7.0,4,6,1,0,0,0,11
2023-04-24,ARI,2023,KCR,9815.0,W,5.0,4.0,4,0,0,0,0,0,12
2023-04-25,ARI,2023,KCR,13835.0,L,4.0,5.0,4,1,0,0,0,0,13
2023-04-26,ARI,2023,KCR,14343.0,W,2.0,0.0,4,2,0,0,0,0,14
2023-05-05,ARI,2023,WSN,16384.0,W,3.0,1.0,5,4,1,0,0,0,15
2023-05-06,ARI,2023,WSN,27345.0,W-wo,8.0,7.0,5,5,1,0,0,0,16
2023-05-07,ARI,2023,WSN,17174.0,L,8.0,9.0,5,6,1,0,0,0,17
2023-05-08,ARI,2023,MIA,9071.0,W,5.0,2.0,5,0,0,0,0,0,18
2023-05-09,ARI,2023,MIA,13608.0,L,2.0,6.0,5,1,0,0,0,0,19
2023-05-10,ARI,2023,MIA,10482.0,L,4.0,5.0,5,2,0,0,0,0,20
2023-05-11,ARI,2023,SFG,15582.0,L,2.0,6.0,5,3,0,0,0,0,21
2023-05-12,ARI,2023,SFG,19266.0,W,7.0,5.0,5,4,1,0,0,0,22
2023-05-13,ARI,2023,SFG,25147.0,W,7.0,2.0,5,5,1,0,0,0,23
2023-05-14,ARI,2023,SFG,26267.0,W-wo,2.0,1.0,5,6,1,0,0,0,24
2023-05-26,ARI,2023,BOS,25467.0,L,2.0,7.0,5,4,1,0,0,0,25
2023-05-27,ARI,2023,BOS,29142.0,L,1.0,2.0,5,5,1,0,0,0,26
2023-05-28,ARI,2023,BOS,26051.0,W,4.0,2.0,5,6,1,0,0,0,27
2023-05-29,ARI,2023,COL,15304.0,W,7.0,5.0,5,0,0,0,0,0,28
2023-05-30,ARI,2023,COL,11146.0,W,5.0,1.0,5,1,0,0,0,0,29
2023-05-31,ARI,2023,COL,11844.0,W,6.0,0.0,5,2,0,0,0,0,30
2023-06-01,ARI,2023,COL,16492.0,W-wo,5.0,4.0,6,3,0,0,0,0,31
2023-06-02,ARI,2023,ATL,27469.0,W,3.0,2.0,6,4,1,0,0,0,32
2023-06-03,ARI,2023,ATL,36529.0,L,2.0,5.0,6,5,1,0,0,0,33
2023-06-04,ARI,2023,ATL,32401.0,L,5.0,8.0,6,6,1,0,0,0,34
2023-06-12,ARI,2023,PHI,18432.0,W,9.0,8.0,6,0,0,0,0,0,35
2023-06-13,ARI,2023,PHI,20186.0,L,3.0,15.0,6,1,0,0,0,0,36
2023-06-14,ARI,2023,PHI,20286.0,L,3.0,4.0,6,2,0,0,0,0,37
2023-06-15,ARI,2023,PHI,23032.0,L,4.0,5.0,6,3,0,0,0,0,38
2023-06-16,ARI,2023,CLE,27203.0,W,5.0,1.0,6,4,1,0,0,0,39
2023-06-17,ARI,2023,CLE,25471.0,W,6.0,3.0,6,5,1,0,0,0,40
2023-06-18,ARI,2023,CLE,42031.0,L,3.0,12.0,6,6,1,0,0,0,41
2023-06-27,ARI,2023,TBR,23351.0,W,8.0,4.0,6,1,0,0,0,0,42
2023-06-28,ARI,2023,TBR,20858.0,L,2.0,3.0,6,2,0,0,0,0,43
2023-06-29,ARI,2023,TBR,22127.0,L,1.0,6.0,6,3,0,0,0,0,44
2023-07-04,ARI,2023,NYM,41670.0,L,5.0,8.0,7,1,0,0,0,0,45
2023-07-05,ARI,2023,NYM,18152.0,L,1.0,2.0,7,2,0,0,0,0,46
2023-07-06,ARI,2023,NYM,18514.0,L,0.0,9.0,7,3,0,0,0,0,47
2023-07-07,ARI,2023,PIT,26837.0,W,7.0,3.0,7,4,1,0,0,0,48
2023-07-08,ARI,2023,PIT,31801.0,W-wo,3.0,2.0,7,5,1,0,0,0,49
2023-07-09,ARI,2023,PIT,30021.0,L,2.0,4.0,7,6,1,0,0,0,50
2023-07-24,ARI,2023,STL,23184.0,L,6.0,10.0,7,0,0,0,0,0,51
2023-07-25,ARI,2023,STL,23572.0,W,3.0,1.0,7,1,0,0,0,0,52
2023-07-26,ARI,2023,STL,22457.0,L,7.0,11.0,7,2,0,0,0,0,53
2023-07-28,ARI,2023,SEA,31697.0,L,2.0,5.0,7,4,1,0,0,0,54
2023-07-29,ARI,2023,SEA,44472.0,W,4.0,3.0,7,5,1,0,0,0,55
